row_index,graph_id,epoch,start_node,goal_node,candidate_index,risk,cost,utility,frenet_progress,time_progress,ratio,num_edges,path_nodes,path_speeds,algorithm,remaining_budget,remaining_before,psi,total_budget
0,Town05_Highway2,0,v_0_0,v_4_2,0,0.7488271313543389,53.65735999702383,346.34264000297617,72.25259119775293,24.680531300053733,462.51347674406,4,v_0_0 > v_1_1 > v_2_3 > v_3_3 > v_4_2,25 > 20 > 25 > 15,BAT-ORB,19.25117286864566,20.0,151.85495809904708,20.0
10,Town05_Highway2,1,v_4_2,v_7_2,0,0.5801971289650483,26.410158835340145,273.58984116465984,58.373676677908406,17.979678480846825,471.54635468928905,3,v_4_2 > v_5_2 > v_6_2 > v_7_2,5 > 10 > 10,BAT-ORB,18.670975739680614,19.25117286864566,157.7617728905992,20.0
17,Town05_Highway2,2,v_7_2,v_12_2,0,0.4544316603070063,30.634609111266872,469.3653908887331,59.3849164013272,51.049141989162464,1032.862434302306,5,v_7_2 > v_8_3 > v_9_3 > v_10_3 > v_11_2 > v_12_2,20 > 30 > 30 > 30 > 15,BAT-ORB,18.21654407937361,18.670975739680614,162.66419089851456,20.0
27,Town05_Highway2,3,v_12_2,v_19_2,0,0.3833150996262989,52.677413034652986,647.3225869653469,108.3557745707704,65.97120005632044,1688.7479454799295,7,v_12_2 > v_13_1 > v_14_1 > v_15_1 > v_16_1 > v_17_2 > v_18_3 > v_19_2,30 > 30 > 25 > 30 > 30 > 30 > 30,BAT-ORB,17.83322897974731,18.21654407937361,166.72202744645816,20.0
41,Town05_Highway2,4,v_19_2,v_26_1,0,0.9513648537297444,71.50503181505265,628.4949681849474,130.09877021118217,53.30114376632817,660.6245392826809,7,v_19_2 > v_20_1 > v_21_1 > v_22_2 > v_23_1 > v_24_2 > v_25_1 > v_26_1,15 > 10 > 30 > 20 > 30 > 30 > 25,BAT-ORB,16.881864126017568,17.83322897974731,170.30562246635697,20.0
