row_index,graph_id,epoch,start_node,goal_node,candidate_index,risk,cost,utility,frenet_progress,time_progress,ratio,num_edges,path_nodes,path_speeds,algorithm,remaining_budget,remaining_before,psi,total_budget
2,Town05_Highway3,0,v_0_0,v_4_2,2,0.8073492393645152,29.09494021706273,370.90505978293726,78.25259113775299,25.430358697623603,459.4109236727416,4,v_0_0 > v_1_1 > v_2_2 > v_3_2 > v_4_2,30 > 30 > 30 > 30,CZL-ORB,19.192650760635484,20.0,86.16549078882437,20.0
8,Town05_Highway3,1,v_4_2,v_9_2,5,1.641445959869992,10.615674405146324,489.3843255948536,85.72763574072496,38.276290563472216,298.14220970979426,5,v_4_2 > v_5_2 > v_6_2 > v_7_2 > v_8_2 > v_9_2,30 > 30 > 30 > 30 > 25,CZL-ORB,17.551204800765493,19.192650760635484,90.69432980913817,20.0
17,Town05_Highway3,2,v_9_2,v_14_2,8,2.065543988903413,8.538133945663194,491.4618660543368,68.38490827509568,50.74153190893689,237.9333815665923,5,v_9_2 > v_10_2 > v_11_2 > v_12_2 > v_13_2 > v_14_2,30 > 30 > 30 > 25 > 30,CZL-ORB,15.48566081186208,17.551204800765493,100.64928895657474,20.0
28,Town05_Highway3,3,v_14_2,v_20_2,10,2.200690891912032,10.770128441197318,589.2298715588026,87.00182173905961,57.3495696163277,267.747675843226,6,v_14_2 > v_15_2 > v_16_2 > v_17_2 > v_18_2 > v_19_2 > v_20_2,30 > 25 > 30 > 30 > 30 > 30,CZL-ORB,13.284969919950049,15.48566081186208,114.74332879378144,20.0
42,Town05_Highway3,4,v_20_2,v_27_2,13,2.827292409716869,13.096886385114672,686.9031136148853,106.09877245296236,63.60892180899924,242.95439384130532,7,v_20_2 > v_21_2 > v_22_2 > v_23_2 > v_24_2 > v_25_2 > v_26_2 > v_27_2,30 > 30 > 30 > 30 > 30 > 30 > 25,CZL-ORB,10.45767751023318,13.284969919950049,131.93748323531833,20.0
53,Town05_Highway3,5,v_27_2,v_34_2,10,2.052791933988948,12.321274025538688,687.6787259744614,102.6681036812576,66.07235584676786,334.9967985494646,7,v_27_2 > v_28_2 > v_29_2 > v_30_2 > v_31_2 > v_32_2 > v_33_2 > v_34_2,30 > 30 > 30 > 30 > 30 > 30 > 30,CZL-ORB,8.404885576244233,10.45767751023318,157.8611105799073,20.0
65,Town05_Highway3,6,v_34_2,v_41_2,11,2.694309306432656,11.842066864974448,688.1579331350255,95.90257060995329,70.92127652501819,255.41163053998676,7,v_34_2 > v_35_2 > v_36_2 > v_37_2 > v_38_2 > v_39_2 > v_40_2 > v_41_2,30 > 30 > 30 > 30 > 25 > 30 > 30,CZL-ORB,5.710576269811577,8.404885576244233,179.82103815276278,20.0
73,Town05_Highway3,7,v_41_2,v_48_1,7,2.1090509141014477,23.32428314210927,676.6757168578907,111.02936527454438,60.054301147344376,320.8437085769386,7,v_41_2 > v_42_2 > v_43_2 > v_44_2 > v_45_2 > v_46_2 > v_47_2 > v_48_1,30 > 30 > 30 > 30 > 30 > 30 > 30,CZL-ORB,3.6015253557101294,5.710576269811577,213.34529346397977,20.0
