row_index,graph_id,epoch,start_node,goal_node,candidate_index,risk,cost,utility,frenet_progress,time_progress,ratio,num_edges,path_nodes,path_speeds,algorithm,remaining_budget,remaining_before,psi,total_budget
7,Town05_Highway1,0,v_0_0,v_4_2,7,2.3589171069220845,29.0304148336038,370.9695851663962,75.25259116723709,25.8175109983772,157.2626626335494,4,v_0_0 > v_1_2 > v_2_2 > v_3_2 > v_4_2,30 > 30 > 30 > 30,CZL-ORB,22.641082893077915,25.0,51.214953467975405,25.0
11,Town05_Highway1,1,v_4_2,v_7_2,3,1.382276460108272,7.003386919858861,292.9966130801411,58.37367667790838,17.979678480846825,211.96672412202625,3,v_4_2 > v_5_2 > v_6_2 > v_7_2,30 > 30 > 30,CZL-ORB,21.258806432969642,22.641082893077915,60.50921014764248,25.0
18,Town05_Highway1,2,v_7_2,v_10_2,6,1.866679676357367,4.925847375178681,295.0741526248213,41.03094393564135,30.44491574892791,158.07433721067136,3,v_7_2 > v_8_2 > v_9_2 > v_10_2,30 > 30 > 30,CZL-ORB,19.392126756612274,21.258806432969642,66.72074019170351,25.0
25,Town05_Highway1,3,v_10_2,v_16_2,6,1.4487806290234595,9.851694510759415,590.1483054892406,82.06189573679961,60.88983293544349,407.3413832755521,6,v_10_2 > v_11_2 > v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2,30 > 30 > 30 > 30 > 30 > 30,CZL-ORB,17.943346127588814,19.392126756612274,76.13294457195308,25.0
28,Town05_Highway1,4,v_16_2,v_19_1,2,1.3183199565166848,16.917838963055104,283.0821610369449,57.64784760149115,18.49296622166938,214.7294817450199,3,v_16_2 > v_17_2 > v_18_2 > v_19_1,30 > 30 > 30,CZL-ORB,16.62502617107213,17.943346127588814,84.34393222967955,25.0
