graph_id,segment_index,start_node,end_node,speed,risk,cost,utility,frenet_progress,time_progress,delta
Town05_Highway3,0,v_0_0,v_1_1,30,0.15122932886575813,11.859277433942589,88.1407225660574,18.050478263601303,8.844335396344464,
Town05_Highway3,1,v_1_1,v_2_2,30,0.001,13.635662692802416,86.36433730719759,30.202112120729453,-1.8139761568144976,
Town05_Highway3,2,v_2_2,v_3_2,20,0.2338855766110689,2.699999724452787,97.30000027554722,14.999998469570187,9.200001102188851,
Town05_Highway3,3,v_3_2,v_4_2,10,0.10694720831868086,5.400000822047607,94.5999991779524,15.00000228385204,9.199998355904786,
Town05_Highway3,4,v_4_2,v_5_2,25,0.11822987562505569,2.159999230305424,97.84000076969457,14.99999465528822,9.200003848472878,
Town05_Highway3,5,v_5_2,v_6_2,30,0.001,1.8000002740158685,98.19999972598413,15.000002283856475,9.199998355904787,
Town05_Highway3,6,v_6_2,v_7_2,25,0.23271745821953957,4.084064744706167,95.91593525529383,28.373679738763713,-0.4203237235308386,
Town05_Highway3,7,v_7_2,v_8_2,30,0.5032114567424185,1.6419504909372902,98.35804950906271,13.676994983136865,10.148297054376258,
Town05_Highway3,8,v_8_2,v_9_2,30,0.4173192586936295,1.6419474952918114,98.35805250470818,13.676964079679692,10.14831502824913,
Town05_Highway3,9,v_9_2,v_10_2,20,0.35607768228299796,2.4629240834243693,97.53707591657563,13.676984872824846,10.148303666302523,
Town05_Highway3,10,v_10_2,v_11_2,30,0.10854909787627175,1.6419509165116783,98.35804908348832,13.676997677712828,10.14829450092993,
Town05_Highway3,11,v_11_2,v_12_2,15,0.2691179571545658,3.283895299386639,96.71610470061336,13.676974689267354,10.148314101840082,
Town05_Highway3,12,v_12_2,v_13_2,20,0.1512974047439484,2.4629194786450848,97.53708052135491,13.676960482832783,10.148322085419661,
Town05_Highway3,13,v_13_2,v_14_1,25,0.1389369815523255,12.0709060398252,87.9290939601748,16.587481992804708,9.645469800874004,
Town05_Highway3,14,v_14_1,v_15_2,10,0.13284017313343033,15.163329539700612,84.83667046029939,13.766492754648198,9.673340920598775,
Town05_Highway3,15,v_15_2,v_16_2,25,0.23103443318731465,1.9703402635116103,98.02965973648838,13.676988106632223,10.148298682441949,
Town05_Highway3,16,v_16_2,v_17_2,30,0.17911847590238295,1.7578398680773384,98.24216013192266,14.64785513912625,9.452960791535968,
Town05_Highway3,17,v_17_2,v_18_2,30,0.001,1.7999988565462797,98.20000114345372,14.999990472584727,9.200006860722322,
Town05_Highway3,18,v_18_2,v_19_2,25,0.30323284742228973,2.160000819260587,97.83999918073941,15.000005690847502,9.199995903697065,
Town05_Highway3,19,v_19_2,v_20_2,25,0.27389568308094847,2.159999726487357,97.84000027351264,14.99999810197238,9.200001367563214,
Town05_Highway3,20,v_20_2,v_21_2,20,0.1379613009672827,2.6999996581092103,97.3000003418908,14.999998101972096,9.20000136756316,
Town05_Highway3,21,v_21_2,v_22_2,20,0.3352287011324049,2.700001024075735,97.29999897592427,15.000005690847502,9.19999590369706,
Town05_Highway3,22,v_22_2,v_23_2,30,0.30589044471660454,1.7999997720727983,98.2000002279272,14.999998101972096,9.20000136756321,
Town05_Highway3,23,v_23_2,v_24_2,20,0.25466128831329826,2.7000000014316576,97.29999999856834,15.00000000931908,9.19999999427337,
Town05_Highway3,24,v_24_2,v_25_2,10,0.26196540216718617,5.39999998821678,94.60000001178322,14.999999968806549,9.20000002356644,
Town05_Highway3,25,v_25_2,v_26_2,15,0.40142971925697235,3.8132920830758708,96.18670791692414,15.888769748680204,8.560123750772387,
Town05_Highway3,26,v_26_2,v_27_2,20,0.10501899613900559,2.737800149609096,97.2621998503909,15.210000831364823,9.048799401563617,
Town05_Highway3,27,v_27_2,v_28_3,20,0.12828415301632695,12.775836331726685,87.22416366827332,11.847287641573509,8.89665467309326,
Town05_Highway3,28,v_28_3,v_29_3,30,0.17439782332468223,1.8011999608143852,98.19880003918561,12.001805955181347,9.192800235113689,
Town05_Highway3,29,v_29_3,v_30_3,15,0.14302001338628234,3.5999984839360915,96.40000151606391,11.990877553595205,9.200004548191725,
Town05_Highway3,30,v_30_3,v_31_3,20,0.13121887527151155,2.7126009759445884,97.28739902405542,12.059744144374982,9.149596096221646,
Town05_Highway3,31,v_31_3,v_32_2,30,0.26740195134698175,11.850556404152536,88.14944359584746,15.180286229606452,8.896661575084778,
Town05_Highway3,32,v_32_2,v_33_2,25,0.11468238164427096,2.000329828480929,97.99967017151907,13.887736249000454,9.998350857595355,
Town05_Highway3,33,v_33_2,v_34_2,30,0.001,1.6447323334180948,98.35526766658191,13.700366027925497,10.13160599949143,
Town05_Highway3,34,v_34_2,v_35_2,30,0.23585490286741945,1.644731581245436,98.35526841875456,13.700368688293224,10.131610512527384,
Town05_Highway3,35,v_35_2,v_36_2,30,0.5315410515368434,1.6447320599363306,98.35526794006367,13.700373610675797,10.131607640382015,
Town05_Highway3,36,v_36_2,v_37_2,30,0.3179336462142196,1.644730965085085,98.35526903491491,13.700363565359908,10.131614209489488,
Town05_Highway3,37,v_37_2,v_38_2,20,0.2148555130583223,2.467095061233569,97.53290493876644,13.700357764917044,10.131619755065723,
Town05_Highway3,38,v_38_2,v_39_2,30,0.3377140807941678,1.6447314290540813,98.35526857094592,13.70036413875107,10.13161142567551,
Town05_Highway3,39,v_39_2,v_40_2,10,0.1622931580757575,4.934199511161079,95.06580048883892,13.700379414294616,10.131600977677842,
Town05_Highway3,40,v_40_2,v_41_2,20,0.14679001041772677,2.4670969989499416,97.53290300105006,13.700363427661614,10.131612004200234,
Town05_Highway3,41,v_41_2,v_42_2,10,0.26655004548297767,4.934195671418614,95.06580432858138,13.700373168710257,10.131608657162772,
Town05_Highway3,42,v_42_2,v_43_1,30,0.001,11.758077624041382,88.24192237595862,16.589860549085675,9.451534255751701,
Town05_Highway3,43,v_43_1,v_44_1,25,0.37262969743642094,2.1600000754695228,97.83999992453047,17.8824565147487,9.199999622652387,
Town05_Highway3,44,v_44_1,v_45_1,15,0.2460242375688691,3.5999890974345714,96.40001090256543,17.817418103556474,9.200032707696286,
Town05_Highway3,45,v_45_1,v_46_1,25,0.1727458809306159,2.1600066668201556,97.83999333317985,17.678859474851624,9.199966665899222,
Town05_Highway3,46,v_46_1,v_47_1,15,0.20713538740441717,3.6000001257825396,96.39999987421746,17.295670927138506,9.19999962265238,
Town05_Highway3,47,v_47_1,v_48_1,15,0.10562012286210844,5.633761827992922,94.36623817200707,25.064726386453067,3.098714516021232,
