graph_id,segment_index,start_node,end_node,speed,risk,cost,utility
Town03_Roundabout,0,v_0_0,v_1_5,30,0.3998537083919662,51.19999930253974,48.80000069746026
Town03_Roundabout,1,v_1_5,v_2_5,30,0.001,1.200000218048756,98.79999978195124
Town03_Roundabout,2,v_2_5,v_3_5,30,0.9252487254012398,1.2000002176866946,98.79999978231331
Town03_Roundabout,3,v_3_5,v_4_5,10,1.0515832778819938,3.5999992808827392,96.40000071911726
Town03_Roundabout,4,v_4_5,v_5_5,30,0.001,1.200000218048753,98.79999978195124
Town03_Roundabout,5,v_5_5,v_6_5,25,1.752665305324358,1.5315201812173724,98.46847981878263
Town03_Roundabout,6,v_6_5,v_7_5,20,1.3095872051366284,1.723312690240809,98.2766873097592
Town03_Roundabout,7,v_7_5,v_8_6,25,0.785833178495639,11.347606506510438,88.65239349348957
Town03_Roundabout,8,v_8_6,v_9_6,25,0.4750663284934419,1.587864355935984,98.41213564406402
Town03_Roundabout,9,v_9_6,v_10_6,30,0.3778379086157565,1.098648195794679,98.90135180420532
Town03_Roundabout,10,v_10_6,v_11_6,30,0.001,1.4288574453514475,98.57114255464855
Town03_Roundabout,11,v_11_6,v_12_6,15,0.5729631885063822,2.8599685105370973,97.1400314894629
Town03_Roundabout,12,v_12_6,v_13_5,15,0.38834591266862206,12.416895444114697,87.5831045558853
Town03_Roundabout,13,v_13_5,v_14_5,25,0.8263832069778105,1.4587202721512342,98.54127972784876
Town03_Roundabout,14,v_14_5,v_15_5,30,0.001,1.20000018952308,98.79999981047692
Town03_Roundabout,15,v_15_5,v_16_1,15,0.8365971797173628,44.56239857058598,55.43760142941402
