graph_id,order,node_id
Town03_Roundabout,0,v_0_0
Town03_Roundabout,1,v_1_2
Town03_Roundabout,2,v_2_2
Town03_Roundabout,3,v_3_3
Town03_Roundabout,4,v_4_3
Town03_Roundabout,5,v_5_5
Town03_Roundabout,6,v_6_6
Town03_Roundabout,7,v_7_6
Town03_Roundabout,8,v_8_6
Town03_Roundabout,9,v_9_5
Town03_Roundabout,10,v_10_5
Town03_Roundabout,11,v_11_5
Town03_Roundabout,12,v_12_5
Town03_Roundabout,13,v_13_5
Town03_Roundabout,14,v_14_5
Town03_Roundabout,15,v_15_4
Town03_Roundabout,16,v_16_1
