graph_id,segment_index,start_node,end_node,speed,risk,cost,utility
Town01_T-Intersection,0,v_0_0,v_1_1,30,0.9155401612730444,11.403129129759265,988.5968708702408
Town01_T-Intersection,1,v_1_1,v_2_3,30,0.001,21.23361020153265,978.7663897984673
Town01_T-Intersection,2,v_2_3,v_3_3,30,0.4241651066790638,1.2000000039241865,998.7999999960758
Town01_T-Intersection,3,v_3_3,v_4_3,20,0.20450021857294526,1.8000082456323194,998.1999917543677
Town01_T-Intersection,4,v_4_3,v_5_6,30,0.001,31.275001322707972,968.724998677292
Town01_T-Intersection,5,v_5_6,v_6_6,30,1.0748507640052798,1.2000000040738361,998.7999999959262
Town01_T-Intersection,6,v_6_6,v_7_6,30,0.4828130484954084,1.2000000039241763,998.7999999960758
Town01_T-Intersection,7,v_7_6,v_8_6,20,0.10560162305633819,1.8000000058862777,998.1999999941137
Town01_T-Intersection,8,v_8_6,v_9_6,25,1.1531314079603008,1.4400000048886032,998.5599999951114
Town01_T-Intersection,9,v_9_6,v_10_6,15,0.20593048126132574,2.4000000078483525,997.5999999921517
Town01_T-Intersection,10,v_10_6,v_11_6,10,0.3486951835834591,3.6000000117725293,996.3999999882275
Town01_T-Intersection,11,v_11_6,v_12_6,20,0.2626752341261527,1.8000000058862777,998.1999999941137
Town01_T-Intersection,12,v_12_6,v_13_5,30,0.001,11.223541669829,988.776458330171
Town01_T-Intersection,13,v_13_5,v_14_6,30,0.001,11.002412892694785,988.9975871073052
Town01_T-Intersection,14,v_14_6,v_15_6,15,0.9060708808201066,2.502397381906762,997.4976026180932
Town01_T-Intersection,15,v_15_6,v_16_6,30,0.33468881163553965,1.2000002190693957,998.7999997809306
Town01_T-Intersection,16,v_16_6,v_17_6,20,1.387398969425374,1.8000003286402664,998.1999996713597
Town01_T-Intersection,17,v_17_6,v_18_6,20,0.42469390096255266,1.7999975820587397,998.2000024179413
Town01_T-Intersection,18,v_18_6,v_19_6,30,0.001,1.20000021686339,998.7999997831366
Town01_T-Intersection,19,v_19_6,v_20_6,25,1.379044485812919,1.439998065618165,998.5600019343818
Town01_T-Intersection,20,v_20_6,v_21_1,10,0.37469197496008955,53.60000065720847,946.3999993427915
