graph_id,segment_index,start_node,end_node,speed,risk,cost,utility
Town03_Roundabout,0,v_0_0,v_1_2,30,0.001,21.275005939577795,78.7249940604222
Town03_Roundabout,1,v_1_2,v_2_2,30,0.001,1.2000003038773148,98.79999969612268
Town03_Roundabout,2,v_2_2,v_3_3,30,0.001,11.20844810201778,88.79155189798222
Town03_Roundabout,3,v_3_3,v_4_3,30,0.001,1.1999997602942436,98.80000023970575
Town03_Roundabout,4,v_4_3,v_5_5,30,0.001,21.233618056349982,78.76638194365002
Town03_Roundabout,5,v_5_5,v_6_6,30,0.001,11.273904689234472,88.72609531076553
Town03_Roundabout,6,v_6_6,v_7_6,30,0.001,1.122318383354792,98.8776816166452
Town03_Roundabout,7,v_7_6,v_8_6,30,0.001,1.115415379137242,98.88458462086275
Town03_Roundabout,8,v_8_6,v_9_5,30,0.001,11.289709504024433,88.71029049597557
Town03_Roundabout,9,v_9_5,v_10_5,30,0.001,1.1716300634904386,98.82836993650956
Town03_Roundabout,10,v_10_5,v_11_5,30,2.4717299720504995,1.4690411879219323,98.53095881207807
Town03_Roundabout,11,v_11_5,v_12_5,30,4.825266411393109,1.4309343453539698,98.56906565464602
Town03_Roundabout,12,v_12_5,v_13_5,30,0.16667363685938155,1.1999997318104678,98.80000026818954
Town03_Roundabout,13,v_13_5,v_14_5,30,4.614503505656719,1.215600226792695,98.7843997732073
Town03_Roundabout,14,v_14_5,v_15_4,30,0.001,11.208448139242062,88.79155186075793
Town03_Roundabout,15,v_15_4,v_16_1,30,1.1667204518281107,32.28566560351382,67.71433439648618
