graph_id,segment_index,start_node,end_node,speed,risk,cost,utility
Town03_Roundabout,0,v_0_0,v_1_5,30,0.001,51.19999930253974,948.8000006974603
Town03_Roundabout,1,v_1_5,v_2_5,30,0.7725640183133402,1.200000218048756,998.7999997819512
Town03_Roundabout,2,v_2_5,v_3_5,30,0.001,1.2000002176866946,998.7999997823133
Town03_Roundabout,3,v_3_5,v_4_5,30,0.001,1.1999997602942463,998.8000002397058
Town03_Roundabout,4,v_4_5,v_5_5,20,1.6271360129742751,1.8000003270731295,998.1999996729269
Town03_Roundabout,5,v_5_5,v_6_5,30,0.001,1.2762668176811436,998.7237331823188
Town03_Roundabout,6,v_6_5,v_7_5,30,0.001,1.1488751268272057,998.8511248731728
Town03_Roundabout,7,v_7_5,v_8_6,30,2.0350091768938787,11.123005422092032,988.876994577908
Town03_Roundabout,8,v_8_6,v_9_6,30,0.001,1.32322029661332,998.6767797033867
Town03_Roundabout,9,v_9_6,v_10_6,30,1.5818664704727057,1.098648195794679,998.9013518042053
Town03_Roundabout,10,v_10_6,v_11_6,25,0.852315122007513,1.7146289344217371,998.2853710655783
Town03_Roundabout,11,v_11_6,v_12_5,30,0.29965047453701743,11.437232960360742,988.5627670396393
Town03_Roundabout,12,v_12_5,v_13_5,20,1.3798195404802613,1.799999597715702,998.2000004022843
Town03_Roundabout,13,v_13_5,v_14_5,30,0.1085171423445268,1.215600226792695,998.7843997732073
Town03_Roundabout,14,v_14_5,v_15_4,30,0.001,11.208448139242062,988.791551860758
Town03_Roundabout,15,v_15_4,v_16_1,30,0.8765416868146468,32.28566560351382,967.7143343964862
