row_index,graph_id,epoch,start_node,goal_node,candidate_index,risk,cost,utility,frenet_progress,time_progress,ratio,num_edges,path_nodes,path_speeds,algorithm,remaining_budget,remaining_before,psi,total_budget
0,Town05_Multiple Intersections,0,v_0_0,v_4_3,0,0.8108765688369737,37.26178570785336,362.7382142921466,40.51489477420532,50.82928029837738,447.3408509169476,4,v_0_0 > v_1_3 > v_2_3 > v_3_3 > v_4_3,30 > 30 > 30 > 10,BAT-ORB,9.189123431163026,10.0,9.210440366976517,10.0
5,Town05_Multiple Intersections,1,v_4_3,v_8_3,0,0.5767989759926859,45.33254325887984,354.6674567411202,46.17770238717832,49.5397796907163,614.8891927741868,4,v_4_3 > v_5_3 > v_6_2 > v_7_1 > v_8_3,25 > 30 > 30 > 30,BAT-ORB,8.61232445517034,9.189123431163026,10.0231980079201,10.0
9,Town05_Multiple Intersections,2,v_8_3,v_14_3,0,0.2766583008278381,27.558759615329016,572.4412403846711,64.05999762888663,76.08744188977455,2069.127290494334,6,v_8_3 > v_9_3 > v_10_2 > v_11_2 > v_12_3 > v_13_3 > v_14_3,30 > 30 > 25 > 30 > 30 > 30,BAT-ORB,8.335666154342501,8.61232445517034,10.694488363646244,10.0
12,Town05_Multiple Intersections,3,v_14_3,v_21_3,0,0.6772101779220685,14.761200221400134,685.2387997785999,71.01000649494318,88.87279532364258,1011.8554359019917,7,v_14_3 > v_15_3 > v_16_3 > v_17_3 > v_18_3 > v_19_3 > v_20_3 > v_21_3,30 > 5 > 30 > 30 > 30 > 30 > 25,BAT-ORB,7.6584559764204325,8.335666154342501,11.04943527780116,10.0
16,Town05_Multiple Intersections,4,v_21_3,v_24_1,0,0.003,24.413599194867643,275.5864008051324,36.77999329056499,33.51840483079415,91862.13360171078,3,v_21_3 > v_22_3 > v_23_3 > v_24_1,30 > 30 > 30,BAT-ORB,7.655455976420432,7.6584559764204325,12.026497763171164,10.0
