graph_id,index,decision_epoch,decision_node
Town05_Highway1,0,0,v_0_0
Town05_Highway1,1,4,v_4_2
Town05_Highway1,2,7,v_7_2
Town05_Highway1,3,10,v_10_2
Town05_Highway1,4,14,v_14_2
Town05_Highway1,5,19,v_19_1
