graph_id,index,decision_epoch,decision_node
Town05_Highway3,0,0,v_0_0
Town05_Highway3,1,3,v_3_2
Town05_Highway3,2,8,v_8_2
Town05_Highway3,3,15,v_15_2
Town05_Highway3,4,21,v_21_2
Town05_Highway3,5,28,v_28_2
Town05_Highway3,6,34,v_34_2
Town05_Highway3,7,41,v_41_2
Town05_Highway3,8,48,v_48_1
