graph_id,index,decision_epoch,decision_node
Town05_Highway2,0,0,v_0_0
Town05_Highway2,1,7,v_7_2
Town05_Highway2,2,12,v_12_2
Town05_Highway2,3,15,v_15_2
Town05_Highway2,4,22,v_22_2
Town05_Highway2,5,26,v_26_1
