graph_id,index,decision_epoch,decision_node
Town05_Highway3,0,0,v_0_0
Town05_Highway3,1,7,v_7_2
Town05_Highway3,2,10,v_10_2
Town05_Highway3,3,16,v_16_2
Town05_Highway3,4,23,v_23_2
Town05_Highway3,5,30,v_30_2
Town05_Highway3,6,36,v_36_2
Town05_Highway3,7,43,v_43_2
Town05_Highway3,8,48,v_48_1
