graph_id,index,decision_epoch,decision_node
Town05_Highway1,0,0,v_0_0
Town05_Highway1,1,3,v_3_2
Town05_Highway1,2,6,v_6_2
Town05_Highway1,3,11,v_11_2
Town05_Highway1,4,14,v_14_2
Town05_Highway1,5,19,v_19_1
