graph_id,index,decision_epoch,decision_node
Town05_Highway3,0,0,v_0_0
Town05_Highway3,1,4,v_4_2
Town05_Highway3,2,11,v_11_2
Town05_Highway3,3,18,v_18_2
Town05_Highway3,4,22,v_22_2
Town05_Highway3,5,27,v_27_2
Town05_Highway3,6,34,v_34_2
Town05_Highway3,7,41,v_41_2
Town05_Highway3,8,48,v_48_1
