graph_id,index,decision_epoch,decision_node
Town05_Highway2,0,0,v_0_0
Town05_Highway2,1,3,v_3_2
Town05_Highway2,2,7,v_7_2
Town05_Highway2,3,13,v_13_2
Town05_Highway2,4,19,v_19_2
Town05_Highway2,5,26,v_26_1
