graph_id,index,decision_epoch,decision_node
Town05_Highway1,0,0,v_0_0
Town05_Highway1,1,3,v_3_2
Town05_Highway1,2,7,v_7_2
Town05_Highway1,3,13,v_13_2
Town05_Highway1,4,16,v_16_2
Town05_Highway1,5,19,v_19_1
