graph_id,index,decision_epoch,decision_node
Town05_Highway2,0,0,v_0_0
Town05_Highway2,1,5,v_5_2
Town05_Highway2,2,9,v_9_2
Town05_Highway2,3,13,v_13_2
Town05_Highway2,4,20,v_20_2
Town05_Highway2,5,26,v_26_1
