graph_id,epoch,start_node,goal_node,candidate_index,risk,cost,utility,frenet_progress,time_progress,ratio,num_edges,path_nodes,path_speeds
Town05_Highway3,0,v_0_0,v_5_2,3,1.0342928228834196,31.553134390831588,468.4468656091684,90.25258582252525,35.01751484685008,452.9151273652118,5,v_0_0 > v_1_2 > v_2_2 > v_3_2 > v_4_2 > v_5_2,25 > 30 > 30 > 30 > 25
Town05_Highway3,1,v_5_2,v_11_2,5,1.1927554526066282,18.537496964813784,581.4625030351863,98.08162363597442,49.37288488223179,487.4951539852261,6,v_5_2 > v_6_2 > v_7_2 > v_8_2 > v_9_2 > v_10_2 > v_11_2,20 > 15 > 20 > 20 > 20 > 30
Town05_Highway3,2,v_11_2,v_17_2,5,1.087293585040673,11.116948371776008,588.8830516282239,83.03275319821302,60.19449922604953,541.6044569104997,6,v_11_2 > v_12_2 > v_13_2 > v_14_2 > v_15_2 > v_16_2 > v_17_2,30 > 30 > 30 > 25 > 20 > 30
Town05_Highway3,3,v_17_2,v_24_2,6,1.4488770207519721,13.679999402397115,686.3200005976029,104.99999616951538,64.40000276507939,473.6909970739963,7,v_17_2 > v_18_2 > v_19_2 > v_20_2 > v_21_2 > v_22_2 > v_23_2 > v_24_2,30 > 30 > 25 > 25 > 30 > 25 > 30
Town05_Highway3,4,v_24_2,v_28_2,0,0.004,7.331845837077198,392.6681541629228,61.09876804678339,36.00892497753681,98167.0385407307,4,v_24_2 > v_25_2 > v_26_2 > v_27_2 > v_28_2,30 > 30 > 30 > 30
Town05_Highway3,5,v_28_2,v_34_2,6,1.2440165881454517,14.12367424743985,585.8763257525602,87.66810618332579,56.872354045133505,470.9553966848382,6,v_28_2 > v_29_2 > v_30_2 > v_31_2 > v_32_2 > v_33_2 > v_34_2,10 > 30 > 30 > 30 > 30 > 30
Town05_Highway3,6,v_34_2,v_41_2,5,1.3548601293300653,11.513120579163632,688.4868794208363,95.90257060995327,70.92127652501819,508.1608532987615,7,v_34_2 > v_35_2 > v_36_2 > v_37_2 > v_38_2 > v_39_2 > v_40_2 > v_41_2,30 > 30 > 30 > 30 > 30 > 30 > 30
Town05_Highway3,7,v_41_2,v_48_1,3,1.1497172621783411,23.663393082295812,676.3366069177042,111.02936527454438,60.054301147344376,588.2634184653937,7,v_41_2 > v_42_2 > v_43_2 > v_44_2 > v_45_2 > v_46_2 > v_47_2 > v_48_1,30 > 25 > 30 > 30 > 30 > 30 > 30
