graph_id,epoch,segment_index,start_node,end_node,speed,risk,cost,utility,delta,objective,remaining_after,total_budget,psi
Town03_Roundabout,0,2,v_0_0,v_1_5,30,0.8722043075566186,51.19999930253974,48.80000069746026,2.115041314951506,246.4000002617248,12.884958685048494,15.0,54.37692484012831
Town03_Roundabout,0,0,v_1_5,v_2_5,30,0.6055836486631241,1.200000218048756,98.79999978195124,2.115041314951506,246.4000002617248,12.884958685048494,15.0,54.37692484012831
Town03_Roundabout,0,1,v_2_5,v_3_5,30,0.6372533587317634,1.2000002176866946,98.79999978231332,2.115041314951506,246.4000002617248,12.884958685048494,15.0,54.37692484012831
Town03_Roundabout,1,0,v_3_5,v_4_5,30,0.3561569581742458,1.1999997602942465,98.80000023970577,1.4033190663708048,296.32373320397585,11.481639618677688,15.0,75.1931566044901
Town03_Roundabout,1,1,v_4_5,v_5_5,30,0.7701703976030695,1.200000218048753,98.79999978195124,1.4033190663708048,296.32373320397585,11.481639618677688,15.0,75.1931566044901
Town03_Roundabout,1,2,v_5_5,v_6_5,30,0.2769917105934896,1.2762668176811436,98.72373318231884,1.4033190663708048,296.32373320397585,11.481639618677688,15.0,75.1931566044901
Town03_Roundabout,2,2,v_6_5,v_7_5,30,0.001,1.1488751268272055,98.8511248731728,1.5084487750454971,296.374476068598,9.97319084363219,15.0,93.23399469056444
Town03_Roundabout,2,1,v_7_5,v_8_5,30,0.82059387703244,1.1664321031783935,98.8335678968216,1.5084487750454971,296.374476068598,9.97319084363219,15.0,93.23399469056444
Town03_Roundabout,2,0,v_8_5,v_9_5,30,0.686854898013057,1.3102167013963997,98.6897832986036,1.5084487750454971,296.374476068598,9.97319084363219,15.0,93.23399469056444
Town03_Roundabout,3,0,v_10_5,v_11_5,30,0.5801646154697556,1.4690411879219325,98.53095881207808,1.3574161328972076,295.92839440323365,8.615774710734982,15.0,117.48083682183241
Town03_Roundabout,3,1,v_11_5,v_12_5,30,0.4015545758382796,1.4309343453539698,98.56906565464602,1.3574161328972076,295.92839440323365,8.615774710734982,15.0,117.48083682183241
Town03_Roundabout,3,2,v_9_5,v_10_5,30,0.3756969415891723,1.1716300634904386,98.82836993650956,1.3574161328972076,295.92839440323365,8.615774710734982,15.0,117.48083682183241
Town03_Roundabout,4,0,v_12_5,v_13_5,30,0.001,1.1999997318104678,98.80000026818954,0.004,354.10320056658077,8.611774710734982,15.0,144.6465234954661
Town03_Roundabout,4,3,v_13_5,v_14_5,30,0.001,1.215600226792695,98.7843997732073,0.004,354.10320056658077,8.611774710734982,15.0,144.6465234954661
Town03_Roundabout,4,2,v_14_5,v_15_5,30,0.001,1.20000018952308,98.79999981047692,0.004,354.10320056658077,8.611774710734982,15.0,144.6465234954661
Town03_Roundabout,4,1,v_15_5,v_16_1,30,0.001,42.281199285292985,57.718800714707015,0.004,354.10320056658077,8.611774710734982,15.0,144.6465234954661
