scenario,offline_graph.risks,offline_graph.total_risk,offline_graph.costs,offline_graph.total_cost,offline_graph.utilitys,offline_graph.total_utility,offline_graph.edges,offline_graph.nodes,offline_graph.speeds,offline_graph.file,offline_graph.risk_budget,offline_cand.risks,offline_cand.total_risk,offline_cand.costs,offline_cand.total_cost,offline_cand.utilitys,offline_cand.total_utility,offline_cand.nodes,offline_cand.speeds,offline_cand.file,offline_cand.risk_budget,online_czl.risks,online_czl.total_risk,online_czl.costs,online_czl.total_cost,online_czl.utilitys,online_czl.total_utility,online_czl.nodes,online_czl.speeds,online_czl.file,online_czl.risk_budget,online_bat.risks,online_bat.total_risk,online_bat.costs,online_bat.total_cost,online_bat.utilitys,online_bat.total_utility,online_bat.nodes,online_bat.speeds,online_bat.file,online_bat.risk_budget,online_itm.risks,online_itm.total_risk,online_itm.costs,online_itm.total_cost,online_itm.utilitys,online_itm.total_utility,online_itm.edges,online_itm.nodes,online_itm.speeds,online_itm.file,online_itm.risk_budget,offline_cand,cr_czl_opt_cand,cr_czl_opt_graph,cr_bat_opt_cand,cr_bat_opt_graph,cr_itm_opt_cand,cr_itm_opt_graph
20251125_164202_Town03_Roundabout_10_mid_5,"[0.001, 0.001, 0.8032650933641354, 0.001, 0.001, 4.91194371990515, 0.001, 0.001, 0.9018041265488522, 0.998899192024328, 0.001, 1.053102367903166, 0.001, 0.001, 0.001, 0.001]",8.680014499745631,"[41.20844729159155, 1.2000002466582755, 11.208448164591124, 1.1999997602942465, 1.200000218048753, 1.2762668176811436, 1.1488751268272055, 1.1664321031783935, 1.3102167013963997, 11.106894688533735, 11.428129649044704, 1.4309343453539698, 1.1999997318104678, 11.223941376526309, 11.208448110834151, 22.29903864033096]",130.8160729727014,"[58.79155270840845, 98.79999975334172, 88.79155183540888, 98.80000023970577, 98.79999978195124, 98.72373318231884, 98.8511248731728, 98.8335678968216, 98.6897832986036, 88.89310531146626, 88.5718703509553, 98.56906565464602, 98.80000026818954, 88.77605862347369, 88.79155188916585, 77.70096135966904]",1469.1839270272985,"[('v_0_0', 'v_1_4'), ('v_1_4', 'v_2_4'), ('v_2_4', 'v_3_5'), ('v_3_5', 'v_4_5'), ('v_4_5', 'v_5_5'), ('v_5_5', 'v_6_5'), ('v_6_5', 'v_7_5'), ('v_7_5', 'v_8_5'), ('v_8_5', 'v_9_5'), ('v_9_5', 'v_10_6'), ('v_10_6', 'v_11_5'), ('v_11_5', 'v_12_5'), ('v_12_5', 'v_13_5'), ('v_13_5', 'v_14_4'), ('v_14_4', 'v_15_3'), ('v_15_3', 'v_16_1')]","['v_0_0', 'v_1_4', 'v_2_4', 'v_3_5', 'v_4_5', 'v_5_5', 'v_6_5', 'v_7_5', 'v_8_5', 'v_9_5', 'v_10_6', 'v_11_5', 'v_12_5', 'v_13_5', 'v_14_4', 'v_15_3', 'v_16_1']","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",20251125_164202_Town03_Roundabout_10_mid_5_offline_graph_solution_edges.csv,10.0,"[0.8052650933641354, 4.913943719905149, 1.90270331857318, 1.0551023679031657, 0.003]",8.680014499745631,"[53.61689570284095, 3.676266796024143, 14.732418619935736, 14.05906372620914, 44.731428127691416]",130.81607297270136,"[246.38310429715904, 296.32373320397585, 385.26758138006426, 285.94093627379084, 255.26857187230857]",1469.1839270272985,"['v_0_0 > v_1_4 > v_2_4 > v_3_5', 'v_3_5 > v_4_5 > v_5_5 > v_6_5', 'v_6_5 > v_7_5 > v_8_5 > v_9_5 > v_10_6', 'v_10_6 > v_11_5 > v_12_5 > v_13_5', 'v_13_5 > v_14_4 > v_15_3 > v_16_1']","['30 > 30 > 30', '30 > 30 > 30', '30 > 30 > 30 > 30', '30 > 30 > 30', '30 > 30 > 30']",20251125_164202_Town03_Roundabout_10_mid_5_offline_candidates_opt.csv,10.0,"[0.8052650933641354, 0.9031053808247208, 0.5222000987701063, 0.003, 0.003]",2.2365705729589624,"[53.61689570284095, 23.950833148928645, 34.725436387686074, 34.074461850145404, 44.731428127691416]",191.09905521729252,"[246.38310429715904, 276.0491668510714, 365.2745636123139, 265.92553814985456, 255.26857187230857]",1408.9009447827073,"['v_0_0 > v_1_4 > v_2_4 > v_3_5', 'v_3_5 > v_4_5 > v_5_6 > v_6_5', 'v_6_5 > v_7_5 > v_8_5 > v_9_4 > v_10_6', 'v_10_6 > v_11_5 > v_12_6 > v_13_5', 'v_13_5 > v_14_4 > v_15_3 > v_16_1']","['30 > 30 > 30', '30 > 30 > 25', '30 > 30 > 30 > 30', '30 > 30 > 30', '30 > 30 > 30']",20251125_164202_Town03_Roundabout_10_mid_5_online_CZL-ORB.csv,10.0,"[0.8052650933641354, 0.9031053808247208, 0.5222000987701063, 0.003, 0.003]",2.2365705729589624,"[53.61689570284095, 23.950833148928645, 34.725436387686074, 34.074461850145404, 44.731428127691416]",191.09905521729252,"[246.38310429715904, 276.0491668510714, 365.2745636123139, 265.92553814985456, 255.26857187230857]",1408.9009447827073,"['v_0_0 > v_1_4 > v_2_4 > v_3_5', 'v_3_5 > v_4_5 > v_5_6 > v_6_5', 'v_6_5 > v_7_5 > v_8_5 > v_9_4 > v_10_6', 'v_10_6 > v_11_5 > v_12_6 > v_13_5', 'v_13_5 > v_14_4 > v_15_3 > v_16_1']","['30 > 30 > 30', '30 > 30 > 25', '30 > 30 > 30 > 30', '30 > 30 > 30', '30 > 30 > 30']",20251125_164202_Town03_Roundabout_10_mid_5_online_BAT-ORB.csv,10.0,"[0.001, 1.2381334625736715, 2.248445383180328, 0.001, 0.001, 1.065890977515742, 0.001, 0.001, 0.5192000987701063, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]",5.083669922039848,"[51.19999930253974, 1.200000218048756, 1.2000002176866946, 1.1999997602942465, 1.200000218048753, 1.914400226521716, 1.1488751268272055, 1.1664321031783935, 11.276431689942306, 21.13369746773817, 11.428129649044704, 11.437884479043351, 11.208447722057349, 11.223941376526309, 11.208448110834151, 22.29903864033096]",171.4457263086628,"[48.80000069746026, 98.79999978195124, 98.79999978231332, 98.80000023970577, 98.79999978195124, 98.08559977347828, 98.8511248731728, 98.8335678968216, 88.72356831005769, 78.86630253226184, 88.5718703509553, 88.56211552095665, 88.79155227794266, 88.77605862347369, 88.79155188916585, 77.70096135966904]",1428.5542736913371,"[('v_0_0', 'v_1_5'), ('v_1_5', 'v_2_5'), ('v_2_5', 'v_3_5'), ('v_3_5', 'v_4_5'), ('v_4_5', 'v_5_5'), ('v_5_5', 'v_6_5'), ('v_6_5', 'v_7_5'), ('v_7_5', 'v_8_5'), ('v_8_5', 'v_9_4'), ('v_9_4', 'v_10_6'), ('v_10_6', 'v_11_5'), ('v_11_5', 'v_12_6'), ('v_12_6', 'v_13_5'), ('v_13_5', 'v_14_4'), ('v_14_4', 'v_15_3'), ('v_15_3', 'v_16_1')]","['v_0_0', 'v_1_5', 'v_2_5', 'v_3_5', 'v_4_5', 'v_5_5', 'v_6_5', 'v_7_5', 'v_8_5', 'v_9_4', 'v_10_6', 'v_11_5', 'v_12_6', 'v_13_5', 'v_14_4', 'v_15_3', 'v_16_1']","[30, 30, 30, 30, 30, 20, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",20251125_164202_Town03_Roundabout_10_mid_5_online_ITM-ORB.csv,10.0,,1.042787239562742,1.042787239562742,1.042787239562742,1.042787239562742,1.0284410988677215,1.0284410988677215
20251125_164202_Town03_Roundabout_15_mid_5,"[1.2878978795993672, 0.001, 0.001, 0.3532156769034359, 0.001, 4.815698601669104, 0.001, 2.617961524788268, 0.001, 0.001, 0.001, 2.3633641769709763, 0.864886891717298, 0.001, 0.001, 0.001]",12.313024751648449,"[41.20844729159155, 1.2000002466582755, 1.2000001861807472, 11.208447739848689, 1.200000218048753, 1.2762668176811436, 1.1488751268272055, 1.1664321031783935, 1.3102167013963997, 1.1716300634904386, 1.4690411879219325, 1.4309343453539698, 1.1999997318104678, 1.215600226792695, 1.20000018952308, 42.281199285292985]",110.88709146159673,"[58.79155270840845, 98.79999975334172, 98.79999981381926, 88.7915522601513, 98.79999978195124, 98.72373318231884, 98.8511248731728, 98.8335678968216, 98.6897832986036, 98.82836993650956, 98.53095881207808, 98.56906565464602, 98.80000026818954, 98.7843997732073, 98.79999981047692, 57.718800714707015]",1489.1129085384032,"[('v_0_0', 'v_1_4'), ('v_1_4', 'v_2_4'), ('v_2_4', 'v_3_4'), ('v_3_4', 'v_4_5'), ('v_4_5', 'v_5_5'), ('v_5_5', 'v_6_5'), ('v_6_5', 'v_7_5'), ('v_7_5', 'v_8_5'), ('v_8_5', 'v_9_5'), ('v_9_5', 'v_10_5'), ('v_10_5', 'v_11_5'), ('v_11_5', 'v_12_5'), ('v_12_5', 'v_13_5'), ('v_13_5', 'v_14_5'), ('v_14_5', 'v_15_5'), ('v_15_5', 'v_16_1')]","['v_0_0', 'v_1_4', 'v_2_4', 'v_3_4', 'v_4_5', 'v_5_5', 'v_6_5', 'v_7_5', 'v_8_5', 'v_9_5', 'v_10_5', 'v_11_5', 'v_12_5', 'v_13_5', 'v_14_5', 'v_15_5', 'v_16_1']","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",20251125_164202_Town03_Roundabout_15_mid_5_offline_graph_solution_edges.csv,15.0,"[1.643113556502803, 7.436660126457373, 2.365364176970976, 0.866886891717298, 0.001]",12.31302475164845,"[54.816895464279256, 6.101790967131896, 4.071605596766341, 3.615600148126243, 42.281199285292985]",110.88709146159673,"[345.1831045357208, 493.89820903286807, 295.92839440323365, 296.3843998518737, 57.718800714707015]",1489.1129085384032,"['v_0_0 > v_1_4 > v_2_4 > v_3_4 > v_4_5', 'v_4_5 > v_5_5 > v_6_5 > v_7_5 > v_8_5 > v_9_5', 'v_9_5 > v_10_5 > v_11_5 > v_12_5', 'v_12_5 > v_13_5 > v_14_5 > v_15_5', 'v_15_5 > v_16_1']","['30 > 30 > 30 > 30', '30 > 30 > 30 > 30 > 30', '30 > 30 > 30', '30 > 30 > 30', '30']",20251125_164202_Town03_Roundabout_15_mid_5_offline_candidates_opt.csv,15.0,"[0.3562156769034359, 0.6077535981303633, 0.7980310672511791, 0.866886891717298, 0.001]",2.6298872340022763,"[54.85051331640987, 26.154451788194915, 4.357792465837135, 3.615600148126243, 42.281199285292985]",131.25955700386115,"[345.1494866835901, 473.84554821180507, 295.6422075341629, 296.3843998518737, 57.718800714707015]",1468.7404429961387,"['v_0_0 > v_1_3 > v_2_4 > v_3_4 > v_4_5', 'v_4_5 > v_5_4 > v_6_4 > v_7_4 > v_8_5 > v_9_5', 'v_9_5 > v_10_5 > v_11_5 > v_12_5', 'v_12_5 > v_13_5 > v_14_5 > v_15_5', 'v_15_5 > v_16_1']","['30 > 30 > 30 > 30', '30 > 30 > 30 > 30 > 30', '30 > 30 > 25', '30 > 30 > 30', '30']",20251125_164202_Town03_Roundabout_15_mid_5_online_CZL-ORB.csv,15.0,"[0.3562156769034359, 0.6077535981303633, 0.7980310672511791, 0.866886891717298, 0.001]",2.6298872340022763,"[54.85051331640987, 26.154451788194915, 4.357792465837135, 3.615600148126243, 42.281199285292985]",131.25955700386115,"[345.1494866835901, 473.84554821180507, 295.6422075341629, 296.3843998518737, 57.718800714707015]",1468.7404429961387,"['v_0_0 > v_1_3 > v_2_4 > v_3_4 > v_4_5', 'v_4_5 > v_5_4 > v_6_4 > v_7_4 > v_8_5 > v_9_5', 'v_9_5 > v_10_5 > v_11_5 > v_12_5', 'v_12_5 > v_13_5 > v_14_5 > v_15_5', 'v_15_5 > v_16_1']","['30 > 30 > 30 > 30', '30 > 30 > 30 > 30 > 30', '30 > 30 > 25', '30 > 30 > 30', '30']",20251125_164202_Town03_Roundabout_15_mid_5_online_BAT-ORB.csv,15.0,"[1.7444187798331678, 2.5303986021778218, 2.760836506795833, 3.840159071366671, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]",10.887812960173493,"[51.19999930253974, 1.200000218048756, 1.2000002176866946, 1.1999997602942465, 1.200000218048753, 11.294465833166342, 1.175431931436565, 11.174845159148882, 1.3102167013963997, 21.48271411025756, 21.46079661190587, 1.1716300634904386, 11.20844771866257, 11.223941364506146, 1.20000018952308, 42.281199285292985]",190.983688685405,"[48.80000069746026, 98.79999978195124, 98.79999978231332, 98.80000023970577, 98.79999978195124, 88.70553416683366, 98.82456806856344, 88.82515484085111, 98.6897832986036, 78.51728588974244, 78.53920338809414, 98.82836993650956, 88.79155228133743, 88.77605863549385, 98.79999981047692, 57.718800714707015]",1409.016311314595,"[('v_0_0', 'v_1_5'), ('v_1_5', 'v_2_5'), ('v_2_5', 'v_3_5'), ('v_3_5', 'v_4_5'), ('v_4_5', 'v_5_5'), ('v_5_5', 'v_6_4'), ('v_6_4', 'v_7_4'), ('v_7_4', 'v_8_5'), ('v_8_5', 'v_9_5'), ('v_10_5', 'v_11_3'), ('v_11_3', 'v_12_5'), ('v_9_5', 'v_10_5'), ('v_12_5', 'v_13_4'), ('v_13_4', 'v_14_5'), ('v_14_5', 'v_15_5'), ('v_15_5', 'v_16_1')]","['v_0_0', 'v_1_5', 'v_2_5', 'v_3_5', 'v_4_5', 'v_5_5', 'v_6_4', 'v_7_4', 'v_8_5', 'v_10_5', 'v_11_3', 'v_9_5', 'v_12_5', 'v_13_4', 'v_14_5', 'v_15_5', 'v_16_1']","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",20251125_164202_Town03_Roundabout_15_mid_5_online_ITM-ORB.csv,15.0,,1.0138707050925253,1.0138707050925253,1.0138707050925253,1.0138707050925253,1.0568457558515267,1.0568457558515267
iter1_Town01_T-Intersection_10_high_5,"[0.001, 0.001, 0.3516686201299264, 0.001, 0.001, 0.6080270009317441, 1.4658342264850468, 0.1267126633999907, 1.7279537889476473, 0.9925562081618654, 0.301667272205029, 1.050279481475732, 0.001, 0.001, 0.001, 0.001, 1.2366604907080618, 0.8909662865936371, 0.001, 0.3597162781314476, 0.7810862639154992]",9.902128581085625,"[31.275011845347223, 1.1999945109098082, 31.912513258289128, 1.2000000039241885, 1.2000000039287362, 1.4400000048886032, 1.4400000047090116, 1.8000000058862775, 1.4400000048886032, 3.6000000117725293, 1.8000000058862646, 1.2000000039241852, 1.173452599642777, 0.931173632143524, 1.251198690953381, 1.2000002190693957, 1.8000003286402664, 1.1999983880391596, 1.20000021686339, 1.439998065618165, 51.20000021906949]",140.9033420243941,"[68.72498815465278, 98.8000054890902, 68.08748674171088, 98.7999999960758, 98.79999999607126, 98.5599999951114, 98.559999995291, 98.19999999411372, 98.5599999951114, 96.39999998822748, 98.19999999411374, 98.7999999960758, 98.82654740035724, 99.06882636785647, 98.7488013090466, 98.7999997809306, 98.19999967135972, 98.80000161196084, 98.7999997831366, 98.56000193438184, 48.79999978093051]",1959.0966579756061,"[('v_0_0', 'v_1_3'), ('v_1_3', 'v_2_3'), ('v_2_3', 'v_3_6'), ('v_3_6', 'v_4_6'), ('v_4_6', 'v_5_6'), ('v_5_6', 'v_6_6'), ('v_6_6', 'v_7_6'), ('v_7_6', 'v_8_6'), ('v_8_6', 'v_9_6'), ('v_9_6', 'v_10_6'), ('v_10_6', 'v_11_6'), ('v_11_6', 'v_12_6'), ('v_12_6', 'v_13_6'), ('v_13_6', 'v_14_6'), ('v_14_6', 'v_15_6'), ('v_15_6', 'v_16_6'), ('v_16_6', 'v_17_6'), ('v_17_6', 'v_18_6'), ('v_18_6', 'v_19_6'), ('v_19_6', 'v_20_6'), ('v_20_6', 'v_21_1')]","['v_0_0', 'v_1_3', 'v_2_3', 'v_3_6', 'v_4_6', 'v_5_6', 'v_6_6', 'v_7_6', 'v_8_6', 'v_9_6', 'v_10_6', 'v_11_6', 'v_12_6', 'v_13_6', 'v_14_6', 'v_15_6', 'v_16_6', 'v_17_6', 'v_18_6', 'v_19_6', 'v_20_6', 'v_21_1']","[30, 30, 20, 30, 30, 25, 25, 20, 25, 10, 20, 30, 30, 30, 30, 30, 20, 30, 30, 25, 30]",iter1_Town01_T-Intersection_10_high_5_offline_graph_solution_edges.csv,10.0,"[0.3536686201299264, 2.202573890816782, 4.074456750790274, 2.4903430554331463, 0.7810862639154992]",9.902128581085629,"[64.38751961454616, 7.080000023336818, 10.144626258257883, 8.091195909183757, 51.20000021906949]",140.9033420243941,"[235.61248038545384, 492.9199999766632, 589.8553737417421, 591.9088040908163, 48.79999978093051]",1959.0966579756057,"['v_0_0 > v_1_3 > v_2_3 > v_3_6', 'v_3_6 > v_4_6 > v_5_6 > v_6_6 > v_7_6 > v_8_6', 'v_8_6 > v_9_6 > v_10_6 > v_11_6 > v_12_6 > v_13_6 > v_14_6', 'v_14_6 > v_15_6 > v_16_6 > v_17_6 > v_18_6 > v_19_6 > v_20_6', 'v_20_6 > v_21_1']","['30 > 30 > 20', '30 > 30 > 25 > 25 > 20', '25 > 10 > 20 > 30 > 30 > 30', '30 > 30 > 20 > 30 > 30 > 25', '30']",iter1_Town01_T-Intersection_10_high_5_offline_candidates_opt.csv,10.0,"[0.3536686201299264, 0.1839214199913159, 0.9905481880939386, 0.7888087455324703, 0.7810862639154992]",3.0980332376631505,"[64.38751961454616, 26.6168956073948, 29.55863262640763, 28.70808888802512, 51.20000021906949]",200.4711369554432,"[235.61248038545384, 473.3831043926052, 570.4413673735924, 571.2919111119749, 48.79999978093051]",1899.5288630445568,"['v_0_0 > v_1_3 > v_2_3 > v_3_6', 'v_3_6 > v_4_6 > v_5_7 > v_6_7 > v_7_7 > v_8_6', 'v_8_6 > v_9_5 > v_10_5 > v_11_5 > v_12_5 > v_13_6 > v_14_6', 'v_14_6 > v_15_6 > v_16_6 > v_17_5 > v_18_5 > v_19_6 > v_20_6', 'v_20_6 > v_21_1']","['30 > 30 > 20', '30 > 30 > 30 > 20 > 30', '30 > 30 > 10 > 25 > 30 > 30', '30 > 30 > 30 > 15 > 30 > 25', '30']",iter1_Town01_T-Intersection_10_high_5_online_CZL-ORB.csv,10.0,"[0.3536686201299264, 0.1839214199913159, 0.9905481880939386, 0.7888087455324703, 0.7810862639154992]",3.0980332376631505,"[64.38751961454616, 26.6168956073948, 29.55863262640763, 28.70808888802512, 51.20000021906949]",200.4711369554432,"[235.61248038545384, 473.3831043926052, 570.4413673735924, 571.2919111119749, 48.79999978093051]",1899.5288630445568,"['v_0_0 > v_1_3 > v_2_3 > v_3_6', 'v_3_6 > v_4_6 > v_5_7 > v_6_7 > v_7_7 > v_8_6', 'v_8_6 > v_9_5 > v_10_5 > v_11_5 > v_12_5 > v_13_6 > v_14_6', 'v_14_6 > v_15_6 > v_16_6 > v_17_5 > v_18_5 > v_19_6 > v_20_6', 'v_20_6 > v_21_1']","['30 > 30 > 20', '30 > 30 > 30 > 20 > 30', '30 > 30 > 10 > 25 > 30 > 30', '30 > 30 > 30 > 15 > 30 > 25', '30']",iter1_Town01_T-Intersection_10_high_5_online_BAT-ORB.csv,10.0,"[2.9523734808438205, 2.08908318803701, 0.9133753446761148, 0.001, 0.001, 0.001, 0.1799214199913159, 0.001, 0.001, 0.001, 0.2351419002113902, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.1884304478953042]",6.572325781654957,"[61.200000003928736, 1.2000000040738328, 1.2000000039241798, 1.2000000039241885, 11.208446181484772, 1.2000018351285129, 1.8000000058862646, 11.208447580971065, 11.208448755100914, 31.27501064728837, 31.488670924879937, 0.931173632143524, 11.208447339005104, 1.2000000039241765, 1.251198690953381, 21.23361146953156, 31.274994760456963, 1.1999983880391631, 31.275021880591787, 21.23361423730238]",284.99708634853886,"[38.799999996071264, 98.79999999592616, 98.79999999607584, 98.7999999960758, 88.79155381851523, 98.79999816487148, 98.19999999411374, 88.79155241902893, 88.79155124489908, 68.72498935271163, 68.51132907512006, 99.06882636785647, 88.7915526609949, 98.79999999607584, 98.7488013090466, 78.76638853046845, 68.72500523954304, 98.80000161196084, 68.7249781194082, 78.76638576269762]",1715.002913651461,"[('v_0_0', 'v_1_6'), ('v_1_6', 'v_2_6'), ('v_2_6', 'v_3_6'), ('v_3_6', 'v_4_6'), ('v_4_6', 'v_5_7'), ('v_5_7', 'v_6_7'), ('v_6_7', 'v_7_7'), ('v_7_7', 'v_8_6'), ('v_10_5', 'v_11_6'), ('v_11_6', 'v_12_3'), ('v_12_3', 'v_13_6'), ('v_13_6', 'v_14_6'), ('v_8_6', 'v_9_5'), ('v_9_5', 'v_10_5'), ('v_14_6', 'v_15_6'), ('v_15_6', 'v_16_4'), ('v_16_4', 'v_17_1'), ('v_17_1', 'v_18_1'), ('v_18_1', 'v_19_4'), ('v_19_4', 'v_20_6')]","['v_0_0', 'v_1_6', 'v_2_6', 'v_3_6', 'v_4_6', 'v_5_7', 'v_6_7', 'v_7_7', 'v_10_5', 'v_11_6', 'v_12_3', 'v_13_6', 'v_8_6', 'v_9_5', 'v_14_6', 'v_15_6', 'v_16_4', 'v_17_1', 'v_18_1', 'v_19_4', 'v_20_6']","[30, 30, 30, 30, 30, 30, 20, 30, 30, 30, 25, 30, 30, 30, 30, 30, 30, 30, 30, 30]",iter1_Town01_T-Intersection_10_high_5_online_ITM-ORB.csv,10.0,,1.0313592470690727,1.031359247069073,1.0313592470690727,1.031359247069073,1.1423284720866378,1.1423284720866382
